editor,issue_date,price,test,title,url
Panini,2017-10-27,17.90,"Sexta 27 Outubro, 2017",Naruto Gold nº 28,http://www.comix.com.br/product_info.php?products_id=30484
Panini,2017-10-25,19.90,"Quarta 25 Outubro, 2017",Darth Vader: Sombras E Segredos,http://www.comix.com.br/product_info.php?products_id=30461
JBC,2017-10-27,22.50,"Sexta 27 Outubro, 2017",Fairy Tail Zero,http://www.comix.com.br/product_info.php?products_id=30483
Panini,2017-10-27,18.90,"Sexta 27 Outubro, 2017","Ajin: Demi-Human, Volume 8",http://www.comix.com.br/product_info.php?products_id=30482
Panini,2017-10-27,15.90,"Sexta 27 Outubro, 2017",Your Name nº 02,http://www.comix.com.br/product_info.php?products_id=30481
Panini,2017-10-27,13.90,"Sexta 27 Outubro, 2017",Ataque dos Titãs nº 22,http://www.comix.com.br/product_info.php?products_id=30480
Panini,2017-11-01,13.90,"Quarta 01 Novembro, 2017",One Week Friends Vol 05,http://www.comix.com.br/product_info.php?products_id=30509
Abril,2017-10-25,13.00,"Quarta 25 Outubro, 2017",Disney Big nº 44 FranknsPato,http://www.comix.com.br/product_info.php?products_id=30460
Abril,2017-10-25,59.90,"Quarta 25 Outubro, 2017",Disney Os Anos de Ouro do Mickey - Mickey Mouse contra o Mancha Negra,http://www.comix.com.br/product_info.php?products_id=30459
JBC,2017-10-27,14.90,"Sexta 27 Outubro, 2017",To Love-Ru nº 14,http://www.comix.com.br/product_info.php?products_id=30479
Panini,2017-10-27,13.90,"Sexta 27 Outubro, 2017",Arakawa Under The Bridge nº 09,http://www.comix.com.br/product_info.php?products_id=30477
Panini,2017-10-27,12.90,"Sexta 27 Outubro, 2017",The Testament of Sister New Devil nº 8,http://www.comix.com.br/product_info.php?products_id=30476
Panini,2017-10-27,8.50,"Sexta 27 Outubro, 2017",Turma da Mônica Jovem Ed. 10 (Série 2),http://www.comix.com.br/product_info.php?products_id=30475
Panini,2017-11-01,13.90,"Quarta 01 Novembro, 2017",Pokémon Yellow Vol.4,http://www.comix.com.br/product_info.php?products_id=30508
Panini,2017-11-01,13.90,"Quarta 01 Novembro, 2017",Nisekoi Vol. 5,http://www.comix.com.br/product_info.php?products_id=30507
Panini,2017-11-01,5.50,"Quarta 01 Novembro, 2017",Mônica nº 31 (Nova Edição),http://www.comix.com.br/product_info.php?products_id=30506
Panini,2017-11-01,5.50,"Quarta 01 Novembro, 2017",Cebolinha nº 31 (Nova Edição),http://www.comix.com.br/product_info.php?products_id=30505
Independente,2017-10-20,20.00,"Sexta 20 Outubro, 2017",Scar: Os Quatro Cavaleiros No Apocalipse Capa 01,http://www.comix.com.br/product_info.php?products_id=30411
Panini,2017-11-01,4.50,"Quarta 01 Novembro, 2017",Magali nº 31 (Nova Edição),http://www.comix.com.br/product_info.php?products_id=30504
Panini,2017-11-01,4.50,"Quarta 01 Novembro, 2017",Chico Bento nº 31 (Nova Edição),http://www.comix.com.br/product_info.php?products_id=30503
Jambo,2017-10-20,39.90,"Sexta 20 Outubro, 2017",Faith Vol. 1,http://www.comix.com.br/product_info.php?products_id=30410
Jambo,2017-10-20,25.00,"Sexta 20 Outubro, 2017",Quarenta Caixões,http://www.comix.com.br/product_info.php?products_id=30409
Jambo,2017-10-20,29.90,"Sexta 20 Outubro, 2017",Anima,http://www.comix.com.br/product_info.php?products_id=30408
Jambo,2017-10-20,19.90,"Sexta 20 Outubro, 2017",Mercenário$,http://www.comix.com.br/product_info.php?products_id=30407
Panini,2017-11-01,4.50,"Quarta 01 Novembro, 2017",Cascão nº 31 (Nova Edição),http://www.comix.com.br/product_info.php?products_id=30502
Panini,2017-11-01,7.50,"Quarta 01 Novembro, 2017",Arlequina (Renascimento) Nº 06,http://www.comix.com.br/product_info.php?products_id=30499
Mythos,2017-10-31,84.90,"Terça 31 Outubro, 2017",Elric - O Trono de Rubi,http://www.comix.com.br/product_info.php?products_id=30498
Omelete Group,2017-10-31,15.90,"Terça 31 Outubro, 2017",Revista Omelete Box n°02,http://www.comix.com.br/product_info.php?products_id=30497
Panini,2017-10-20,9.90,"Sexta 20 Outubro, 2017",Batman Grandes Astros:(Renascimento) nº 5,http://www.comix.com.br/product_info.php?products_id=30402
Panini,2017-10-20,7.50,"Sexta 20 Outubro, 2017",Jovens Titãs (Renascimento) nº 4,http://www.comix.com.br/product_info.php?products_id=30401
JBC,2017-10-31,39.90,"Terça 31 Outubro, 2017",Blade - A Lâmina do Imortal nº 11 (Nova Edição),http://www.comix.com.br/product_info.php?products_id=30496
Panini,2017-10-30,98.00,"Segunda 30 Outubro, 2017",Liga da Justiça (Novos 52) Guerra Da Trindade,http://www.comix.com.br/product_info.php?products_id=30495
Panini,2017-10-27,25.90,"Sexta 27 Outubro, 2017",Hellblazer–Origens Vol.04:Newcastle e a M do M - Ato II (N E),http://www.comix.com.br/product_info.php?products_id=30493
Panini,2017-10-27,19.90,"Sexta 27 Outubro, 2017",Flash (Renascimento) nº 2,http://www.comix.com.br/product_info.php?products_id=30492
Panini,2017-10-20,18.20,"Sexta 20 Outubro, 2017",Universo Marvel: Totalmente Diferente Nova Marvel Vol 12,http://www.comix.com.br/product_info.php?products_id=30400
Panini,2017-10-20,7.20,"Sexta 20 Outubro, 2017",Homem de Ferro nº 10 (Nova Revista Mensal),http://www.comix.com.br/product_info.php?products_id=30399
Panini,2017-10-20,13.90,"Sexta 20 Outubro, 2017",Seraph of the End Vol. 4,http://www.comix.com.br/product_info.php?products_id=30396
Mythos,2017-10-20,72.90,"Sexta 20 Outubro, 2017",Juiz Dredd - Dia do Caos: Fim de Jogo,http://www.comix.com.br/product_info.php?products_id=30395
Mythos,2017-10-20,69.90,"Sexta 20 Outubro, 2017",Mágico Vento Graphic Novel - Vol.1: Forte Ghost,http://www.comix.com.br/product_info.php?products_id=30394
Abril,2017-10-25,39.90,"Quarta 25 Outubro, 2017",Autorama. Manual Disney do Automóvel,http://www.comix.com.br/product_info.php?products_id=30458
Mythos,2017-10-20,29.90,"Sexta 20 Outubro, 2017","O Sombra Grandes Mestres : Andrew Helfer ,Bill Sienkiewicz (Capa Broc",http://www.comix.com.br/product_info.php?products_id=30393
Panini,2017-10-20,10.90,"Sexta 20 Outubro, 2017",Grande Almanaque da Turma da Mônica nº 22,http://www.comix.com.br/product_info.php?products_id=30392
Panini,2017-10-20,5.00,"Sexta 20 Outubro, 2017",Almanaque do Penadinho nº 22,http://www.comix.com.br/product_info.php?products_id=30391
Abril,2017-10-25,79.90,"Quarta 25 Outubro, 2017",Tio Patinhas e Pato Donald Vol 02. Biblioteca Don Rosa.Volta a Quadradópolis,http://www.comix.com.br/product_info.php?products_id=30457
Panini,2017-10-23,39.90,"Segunda 23 Outubro, 2017",Álbum de Figurinhas os Cavaleiros do Zodíaco (+ 10 Envelopes),http://www.comix.com.br/product_info.php?products_id=30428
Abril,2017-10-25,69.90,"Quarta 25 Outubro, 2017","Huguinho, Zezinho e Luisinho: Os 80 Anos dos Sobrinhos do Donald",http://www.comix.com.br/product_info.php?products_id=30456
Abril,2017-10-25,59.90,"Quarta 25 Outubro, 2017",Disney - As Grandes Aventuras de Mickey,http://www.comix.com.br/product_info.php?products_id=30455
Abril,2017-10-25,59.90,"Quarta 25 Outubro, 2017",Disney -Escoteiros Mirins,http://www.comix.com.br/product_info.php?products_id=30454
Abril,2017-10-25,59.90,"Quarta 25 Outubro, 2017",Disney -Maga & Min,http://www.comix.com.br/product_info.php?products_id=30453
Panini,2017-10-23,29.90,"Segunda 23 Outubro, 2017",Homem Aranha Superior:Mal Necessário,http://www.comix.com.br/product_info.php?products_id=30427
Parábola,2017-10-23,19.90,"Segunda 23 Outubro, 2017",Star Wars:Confronto Na Lua Dos Contrabandistas,http://www.comix.com.br/product_info.php?products_id=30426
Panini,2017-10-23,25.90,"Segunda 23 Outubro, 2017",Coleção Histórica Marvel - Torneio de Campeões nº 01,http://www.comix.com.br/product_info.php?products_id=30425
Panini,2017-10-21,25.90,"Sábado 21 Outubro, 2017",Coringa:Lendas do Universo DC Vol. 01,http://www.comix.com.br/product_info.php?products_id=30424
Pipoca & Nanquim,2017-10-20,59.90,"Sexta 20 Outubro, 2017",Conan O Bárbaro Livro 1 (Pré-Venda),http://www.comix.com.br/product_info.php?products_id=30390
Abril,2017-10-25,59.90,"Quarta 25 Outubro, 2017",Disney -Iniciativa Super-Herois,http://www.comix.com.br/product_info.php?products_id=30452
Abril,2017-10-25,49.90,"Quarta 25 Outubro, 2017",Disney -Um Brasileiro Chamado Zé Carioca,http://www.comix.com.br/product_info.php?products_id=30451
Panini,2017-10-21,19.90,"Sábado 21 Outubro, 2017",Demolidor nº 14 (Nova Edição),http://www.comix.com.br/product_info.php?products_id=30421
Panini,2017-10-21,18.20,"Sábado 21 Outubro, 2017",Homem Aranha: Aranhaverso nº 17,http://www.comix.com.br/product_info.php?products_id=30420
Panini,2017-10-21,19.90,"Sábado 21 Outubro, 2017",Luke Cage e Punho de Ferro nº 02,http://www.comix.com.br/product_info.php?products_id=30419
Martins Fontes,2017-10-20,44.90,"Sexta 20 Outubro, 2017",Rosa Vermelha,http://www.comix.com.br/product_info.php?products_id=30418
Devir,2017-10-20,49.00,"Sexta 20 Outubro, 2017",Creepy: Contos Clássicos de Terror - Vol. 01 (Brochura),http://www.comix.com.br/product_info.php?products_id=30417
Devir,2017-10-20,49.90,"Sexta 20 Outubro, 2017",The Boys - Volume 5: Herogasm,http://www.comix.com.br/product_info.php?products_id=30416
Panini,2017-10-20,18.20,"Sexta 20 Outubro, 2017",Universo Marvel: Totalmente Diferente Nova Marvel Vol 12 (Pré-Venda),http://www.comix.com.br/product_info.php?products_id=30388
Panini,2017-10-19,18.90,"Quinta 19 Outubro, 2017",Vagabond nº 21 (Nova Edição),http://www.comix.com.br/product_info.php?products_id=30386
Panini,2017-10-19,13.50,"Quinta 19 Outubro, 2017",One Piece (Nova Edição) nº 071,http://www.comix.com.br/product_info.php?products_id=30385
Panini,2017-10-19,13.90,"Quinta 19 Outubro, 2017",Your Lie in April nº 04,http://www.comix.com.br/product_info.php?products_id=30384
Panini,2017-10-19,13.90,"Quinta 19 Outubro, 2017",Turma da Mônica Jovem Vol.05 Primeira Série,http://www.comix.com.br/product_info.php?products_id=30383
SESI-SP Editora,2017-10-19,108.00,"Quinta 19 Outubro, 2017",Lucky Luke Volume 05 (Capa Dura),http://www.comix.com.br/product_info.php?products_id=30382
SESI-SP Editora,2017-10-19,88.00,"Quinta 19 Outubro, 2017",Lucky Luke Volume 05 (Capa Cartonada),http://www.comix.com.br/product_info.php?products_id=30381
Abril,2017-10-25,4.50,"Quarta 25 Outubro, 2017",Minnie nº 70,http://www.comix.com.br/product_info.php?products_id=30450
Abril,2017-10-25,4.50,"Quarta 25 Outubro, 2017",Pato Donald nº 2466,http://www.comix.com.br/product_info.php?products_id=30449
Abril,2017-10-25,6.50,"Quarta 25 Outubro, 2017",Tio Patinhas nº 625,http://www.comix.com.br/product_info.php?products_id=30448
Abril,2017-10-25,4.50,"Quarta 25 Outubro, 2017",Zé Carioca nº 2430,http://www.comix.com.br/product_info.php?products_id=30447
Abril,2017-10-25,4.50,"Quarta 25 Outubro, 2017",Pateta nº 65,http://www.comix.com.br/product_info.php?products_id=30446
Abril,2017-10-25,15.00,"Quarta 25 Outubro, 2017",Disney Especial os Astronautas nº 44,http://www.comix.com.br/product_info.php?products_id=30445
Leya Cult,2017-10-24,119.90,"Terça 24 Outubro, 2017","Mulher Maravilha – Amazona, heroína, ícone (Pré-Venda)",http://www.comix.com.br/product_info.php?products_id=30443
Jambo,2017-10-20,169.90,"Sexta 20 Outubro, 2017",Dragon Age RPG,http://www.comix.com.br/product_info.php?products_id=30415
Independente,2017-10-20,20.00,"Sexta 20 Outubro, 2017",Scar: Os Quatro Cavaleiros No Apocalipse Capa 04,http://www.comix.com.br/product_info.php?products_id=30414
Independente,2017-10-20,20.00,"Sexta 20 Outubro, 2017",Scar: Os Quatro Cavaleiros No Apocalipse Capa 03,http://www.comix.com.br/product_info.php?products_id=30413
Independente,2017-10-20,20.00,"Sexta 20 Outubro, 2017",Scar: Os Quatro Cavaleiros No Apocalipse Capa 02,http://www.comix.com.br/product_info.php?products_id=30412
Panini,2017-10-19,6.30,"Quinta 19 Outubro, 2017",Saiba Mais! nº 121- Sobre Dia Das Crianças,http://www.comix.com.br/product_info.php?products_id=30380
Panini,2017-10-19,4.50,"Quinta 19 Outubro, 2017",Mónica Y Sus Amigos nº 30,http://www.comix.com.br/product_info.php?products_id=30379
Panini,2017-10-19,4.50,"Quinta 19 Outubro, 2017",Monica and Friends nº 30,http://www.comix.com.br/product_info.php?products_id=30378
Panini,2017-10-19,4.50,"Quinta 19 Outubro, 2017",Turma da Mônica nº 30 (Nova Edição),http://www.comix.com.br/product_info.php?products_id=30377
SESI-SP Editora,2017-10-18,58.00,"Quarta 18 Outubro, 2017",Valerian 2,http://www.comix.com.br/product_info.php?products_id=30374
SESI-SP Editora,2017-10-18,35.00,"Quarta 18 Outubro, 2017",Valentine Vol. 03,http://www.comix.com.br/product_info.php?products_id=30373
SESI-SP Editora,2017-10-18,38.00,"Quarta 18 Outubro, 2017",Verões Felizes - 2 - A Calanque,http://www.comix.com.br/product_info.php?products_id=30372
